기업명,키워드,로고,카테고리,신입연봉,평균연봉,주소,사원수,홈페이지,기업형태,매출액_별도,매출액_연결,사업현황
퍼즐원스튜디오,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/JK5005.jpg,,"5,178만원",,"경기 성남시 분당구 대왕판교로645번길 14, 3층 지도",80명,http://www.puzzle1studio.com/,중소기업,672억,,"경기도 성남시에 위치한 퍼즐원스튜디오는 2019년 비트망고에서 분사하여 설립된 게임 개발 스튜디오이다. 퍼즐원스튜디오는 북미를 타겟으로 한 게임 개발 노하우를 바탕으로 글로벌 퍼즐 게임회사로서 Match3, Bubble 등의 다양한 퍼즐 장르의 게임을 출시하고 있다. 당사는 50여개 이상의 게임을 출시하여 전 세계의 유저들의 사랑을 받고 있으며 200개 이상의 국가에 론칭하여 7.1억 이상의 앱 누적 다운로드 수를 기록하고 있다.

퍼즐원 스튜디오는 <Jewels Magic Mystery Match>, <Bubble Pop Origin>, <Sweet Home> 등의 게임을 출시하였으며 대표 게임으로는 2017년 애플이 선정한 올해의 게임인 <Word Cookies>가 있다. 퍼즐원 스튜디오는 2020년에는 퍼즐부문 글로벌 다운로드 순위 6위를 기록하였으며 2021년 유망중소기업에 선정되는 등 역량을 인정받고 있다. 당사는 IAP게임 개발사로 지속가능한 성장을 위해 인앱으로 수익모델을 전환하고 IAP 기반의 신작 개발을 통해 퍼즐원의 장르를 확장하고 있다."
플레이링스,#캐치추천,https://imgorg.catch.co.kr/job/site/tmp02.gif,,"3,950만원","5,436만원","경기 성남시 분당구 황새울로 216, 10층 지도",152명,https://corp.playlinks.com/,중견기업,619억,,"2010년 설립된 플레이링스는 캐주얼 게임 전문 개발 기업으로, 누구나 쉽게 즐길 수 있는 게임을 만들어 즐거움 그 이상의 가치를 제공하는 것을 목표로 한다. 게임 개발사 '위메이드플레이'(前 선데이토즈)의 자회사인 당사는 2015년 ‘애니팡 맞고’ 출시를 시작으로, ‘애니팡 섯다’ , ‘애니팡 포커’ 등 ‘애니팡’ 게임시리즈를 출시해 전국적으로 큰 인기를 얻었으며, 국내를 대표하는 캐주얼 게임 개발사로 자리잡게 되었다.

플레이링스는 완성도에 대한 강한 열정으로 도전적인 게임 개발을 위해 힘쓰고 있다. 이에, 2015년 9월, 당사는 ‘애니팡 맞고’를 출시하였고, 이는 ‘구글플레이 인기게임 1위’, ‘100만 다운로드 돌파’ 라는 쾌거를 이루어냈다. 또한, ‘애니팡 포커’ 는 2016년 올해의 카카오게임 대상에 선정되는가 하면, 2017년에는 ‘카카오 게임삽’에 출시하게 되며 많은 인기를 끄는 게임이 되었다. 이렇듯 대표적 캐주얼 게임 개발사로 자리잡게된 플레이링스는, 그 후 2018년 Facebook Instant Game(Global) ‘SLOT MATE’ 출시하여 200만 사용자를 돌파하였고, 2019년 3월 Facebook Instant Game(Global) ‘Electric Slots’ 출시와 함께 그 해 10월, Facebook Instant Game(Global) ‘Gun’n Run’ 등 지속적인 게임 개발을 통해 대중과 소통하며 그 명성을 이어가고 있다.

플레이링스는 2018년 출시한 소셜 카지노 게임 ‘SLOT MATE’의 앱 버전을 2022년 2월 해외 시장에 소프트 런칭하여 글로벌 시장에 진출하는 쾌거를 이루기도 하였다. 이렇듯 지속적인 개발로 그 분야를 점차 넓혀 가고 있는 당사는, 글로벌사인 월트 디즈니와 합작하여 2022년 Facebook Instant Game(Global) ‘Disney Pop Town Match 3 Games’ 을 출시하며 국내를 넘어 세계의 중심에 서는 글로벌 캐주얼 게임 개발사가 되기 위한 도약을 이어가고 있다."
게임듀오,#캐치추천,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/AD5E2.jpg,,"3,727만원",,"경기 성남시 수정구 창업로 43, B동 907호, 908호, 909호 지도",22명,https://www.gameduo.net/,중소기업,607억,,"게임듀오는 2019년 설립되어 모바일 게임을 개발하고 퍼블리싱하는 기업이다. 게임듀오는 디펜스게임 <매드탱크>을 출시 후 첫 달에 1억원의 수익을 올렸으며 2019년 9월에는 수집형 디펜스 RPG게임인 <닌자대전>을 출시했다. 당사의 <닌자대전>은 일본 게임시장 진출해 흥행에 성공하여 매출 상승에 기여했으며 일본 외에도 대만, 미국 등에서도 좋은 성과를 보여주고 있다.

게임듀오는 2021년 중소벤처기업부와 창업진흥원 그리고 구글플레이가 함께 국내 스타트업을 지원하는 '창구프로그램 3기 Top3 개발사'에 선정되어 콘텐츠 고도화와 해외 시장 진출을 지원받았다. 게임듀오는 <닌자대전>의 성공을 바탕으로 <아처키우기>, <서머너즈 클랜>, <로보타워>등 다양한 게임을 출시하고 있으며 2019년 4억원에서 2022년 270억원 규모로 매출이 증가하며 가파른 성장세를 보여주고 있다."
폭스소프트,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/479126.jpg,,"4,319만원",,"경기 성남시 분당구 하오개로 358-3 (운중동,폭스소프트센터) 지도",70명,http://www.foxsoft.kr/,중소기업,598억,,"폭스소프트는 2005년 1월에 설립된 교육정보화 시스템 전문기업으로, 시스템 통합(SI)사업과 교육정보시스템에 대한 자문 및 구축을 통해 교육정보화 분야에서 사업을 영위하고 있다. 폭스소프트의 주요 사업 분야로는 교육정보화 서비스, 소프트웨어 개발, ICT 인프라 구축이 있다. 교육정보화 서비스에서는 대학 입시 관련 정책 서비스와 교육정책 시스템을 제공하며, 소프트웨어 개발에서는 구글 클라우드를 활용한 솔루션을 개발 및 공급한다. 또한, Apple과의 협력을 통해 Apple 제품의 유통 및 구축 서비스도 제공하고 있다.

폭스소프트는 2022년에 '교육시설통합정보망 구축' 사업을 수주했으며, 2023년에는 한국대학교육협의회와 '차세대 대학입학전형 종합시스템 통합개발 사업' 및 한국교육개발원과 '고등교육통계조사 시스템 개편 및 유지관리 2차사업'을 체결하여 꾸준한 발전을 이루어가고 있다."
마이다스아이티,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/156246_catchapply.jpg,,"7,400만원",,"경기 성남시 분당구 판교로228번길 17, 마이다스아이티동 (삼평동,판교세븐벤처밸리2단지) 지도",264명,http://www.midasit.com/,중견기업,597억,"1,200억","2000년 설립된 마이다스아이티는 과학기술용 시뮬레이션 소프트웨어를 개발하고 보급하는 회사다. 당사는 공학분야의 핵심 기술인 컴퓨터 그래픽 기반의 모델링과 첨단 해석 및 최적화 설계를 사물 시뮬레이션은 높은 수준의 기술을 보유하고 있으며 MIDAS, 엔지니어링, 웹 · 의료솔루션 등의 사업분야를 전개하고 있다. 국내뿐만 아니라 중국, 일본, 미국, 인도, 영국, 러시아, 필리핀, 폴란드 8개의 현지법인 및 지사와 전세계 28개국의 해외 네트워크를 통해 110여개 국에 공학기술용 소프트웨어를 수출하고 있다.

마이다스아이티는 2015년부터 사람에 대한 연구를 기반으로 사람 중심의 경영분야 HRP 솔루션을 개발하고 보급해 나가고 있다. 또한 2018년에는 사람 시뮬레이션 기술을 통해 뇌분석, 치매진단, 심혈관 혈류진단이 가능한 의료솔루션을 개발하여 미래 인류에게 치명적인 질병의 예방을 돕는 의료분야로 진출하였다

마이다스아이티는 2023년 11월에 'M-스퀘어 24' 건설 엔지니어링 기술 컨퍼런스를 개최하여 신제품 '시빌 NX(Civil NX)'를 소개했다. 이 제품은 혁신적으로 업그레이드된 인터페이스와 20배 이상 빠른 후처리 성능, 추가 설치 가능한 플러그인, 자동화 기능을 제공한다. 컨퍼런스에서는 건축, 토목구조, 지반 분야에 적용되는 기술과 서비스가 소개되었으며, 당사는 엔지니어링 분야에 챗GPT 등 생성형 AI기술을 적극적으로 도입할 계획이라고 밝혔다."
소만사,"#재무평가_상위6%, #TOP중소",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0471.jpg,,"3,277만원","4,554만원",경기 성남시 수정구 금토로 59 지도,360명,http://www.somansa.com/,중소기업,577억,,"1997년 한 대학원생의 아이디어로 출발한 소만사는
‘소프트웨어를 만드는 사람들’이란 명패를 달고 작은 사무실에서 교대로 근무하며
1998년 세계 최초로 메일을 통한 정보 유출 방지(DLP) 솔루션 ‘Mail-i’를 세상에 선보였습니다.

이후 개인정보보호, 유해사이트 차단까지 영역을 확대하며
DB 접근 제어 DB-i, 엔드포인트 DLP ‘Privacy-i’, 서버 DLP ‘Server-i’,
악성코드 및 비업무사이트 차단 ‘Webkeeper’를 개발하였으며,
통합보안 솔루션 전문기업으로 나아가기 위해 논리적 망분리 PC가상화 ‘VD-i’,
차세대 안티바이러스 ‘Privacy-i EDR’까지 통합 정보보안 전문기업으로의 저변을 확대하고 있습니다.

소만사는 정보관리환경 변화에 발맞추어 끊임없이 발달하는 기술을 다루어 왔습니다.
공격적인 네트워크 제어를 가능하게 하는 프록시 기반 기술을 연구하고,
하드웨어 및 오픈소스 기반 기술 적응을 위해 리눅스로 이전하였으며,
방대한 데이터를 처리하기 위해 빅데이터 기술을 접목했습니다.
이와 더불어 인공지능 기술을 보안에 접목하여 AI기반 보안위협 탐지 및 분석 시스템을 적극적으로 개발하고 있습니다.

소만사는 뛰어난 솔루션으로 1만 곳 고객사를 확보하고,
100년을 버틸 수 있는 안정적 수익모델을 고민하며,
30년 이상 일할 수 있는 안정적 터전을 제공하는 회사가 되기를 꿈꿉니다."
네이버제트,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/LF6408.jpg,포털·플랫폼,"4,525만원","5,634만원","경기 성남시 분당구 불정로 6, 12,13층 (정자동,그린팩토리) 지도",391명,http://www.naverz-corp.com/,대기업,576억,,"네이버제트는 네이버 자회사 스노우가 2018년에 출시한 증강현실(AR) 아바타 서비스 ‘제페토’가 독립 법인으로 설립된 기업이다. 2022년에는 글로벌 게임개발사인 '슈퍼캣'과 합작법인 설립을 통해 메타버스 플랫폼 'ZEP'을 출시한 바 있다.

네이버제트가 운영하고 있는 플랫폼은 '제페토', 메타버스 플랫폼 'ZEP', 글로벌 메신저인 와츠앱에서 사용하는 이모티콘을 만들 수 있는 앱 '스티커리(stiker.ly)' 등이 있다. 제페토는 인공지능(AI) 기반의 얼굴인식 기술을 통해 ‘또 다른 나’인 3D AR 아바타를 만들어 가상공간에서 지인, 친구와 소통할 수 있는 새로운 형태의 SNS(사회관계망서비스)다. '제페토'는 2024년 기준 200여개 국에서 서비스 중으로 누적 이용자 4억명을 돌파했으며, 해외 이용자 비중이 95%이다. 메타버스 플랫폼인 'ZEP'은 소규모 모임을 지원하는 메타버스 공간으로 국내 기업, 기관, 학교 등에서 활용 중이다.

2024년, 네이버제트는 '제페토'의 브랜드 정체성을 강화하기 위해 공식 캐릭터 '젬마(ZEMMA)'를 출시했다. 향후 네이버제트는 오리지널 IP(지식재선권)인 젬마를 비롯하여 자체 콘텐츠 제작 및 크리에이터와 글로벌 IP 협업을 통해 다양한 채널 내 굿즈 출시 등 콘텐츠화를 진행할 계획이다. 또한 2023년에는 아랍에미리트 샤르자 미디어 시티와 메타버스 관련 콘텐츠, 기술 협력 추진을 위한 업무 협약을 체결했다. 메타버스 콘텐츠, 몰입형 기술과 관련하여 협업하며, 메타버스 콘텐츠 제작 교육 프로그램 설계 및 관련 크리에이터 스타트업 지원을 모색할 계획이다."
데이타헤븐,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/213300.jpg,,"6,039만원",,"경기 성남시 분당구 판교역로 230, 비동 517호, 517-1호, 517-2호, 517-3호, 517-4호, 517-5호, 517-6호 지도",31명,http://www.dataheaven.co.kr/,중소기업,550억,,
트루본,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/CC4404.jpg,,"3,119만원",,"경기 성남시 분당구 판교로228번길 15, 2동 602호 (삼평동,판교세븐벤처밸리1단지) 지도",240명,http://www.truebon.co.kr/,중소기업,529억,,
유엔젤,"#재무평가_상위2%, #TOP중소",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/122644.png,,"4,459만원","6,702만원",경기 성남시 분당구 황새울로240번길 3 지도,211명,http://www.uangel.com/,중소기업,522억,530억,"유엔젤은 1999년에 설립된, 국내외 유무선 통신사업자 및 단말제조사 등에 통신서비스 핵심망, 사물인터넷 솔루션 및 부가 서비스 솔루션을 공급하는 소프트웨어 개발 전문 기업이다. 또한 ICT 기술 기반의 유아 교육 콘텐츠와 솔루션 사업을 자사 브랜드로 운영하고 있는 유아교육 전문 서비스업체이기도 하다. 당사는 SKT, KT, CJ E&M 등 국내외 16개국 30여 고객사들에게 솔루션을 제공하고 있다.

당사의 주요 제품 및 서비스는 모바일 네트워크, 사물인터넷, 유무선 컨버전스 서비스, 유아교육 솔루션으로 크게 4가지로 구분할 수 있다. 그중 모바일 네트워크 분야는 당사의 전통적인 사업으로 업계 최고의 기반 기술을 바탕으로 이동통신 서비스를 제공하기 위한 핵심망 장비들을 통신사에게 지속적으로 공급함으로써 Cash Cow 역할을 수행 중이다.

사물인터넷 사업은 2015년부터 ICT 기술변화에 대응하기 위해 전략적으로 추진한 사업 분야로 대규모 국책 연구개발사업을 수주하며 IoT 서비스 플랫폼을 개발했다. 이외에도 관련 솔루션을 개발함으로써 매년 상당한 매출 성장세를 보이며 당사의 미래 성장동력사업으로 자리 잡았다. 2014년부터는 유아교육 스마트 앱 사업을 시작하여 현재 스마트 유아교육 시장에서 국내 1위의 시장 점유율을 차지하고 있다.

당사의 신규 사업으로는 급격한 ICT 기술과 시장의 변화에 대응하기 위한 다양한 사업들을 중장기 기술개발 로드맵에 맞춰서 진행 중이다. 유아교육 사업과 관련해서 '토모동화', '키즐', '플라잉' 등 새로운 교육 상품들을 출시할 예정이다."
이노피아테크,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/171163.jpg,,"4,809만원",,"경기 성남시 중원구 갈마치로 215, 4층 제에이동 405호 (상대원동,금강펜테리움아이티타워) 지도",54명,http://www.innopiatech.com/www.innopia.co.kr,중소기업,509억,,"2000년 설립된 이노피아테크는 소프트웨어 개발기업으로, 무선 네트워크를 기반으로하는 IPTV 및 OTT 단말기 개발 기술을 비롯해 IoT, 인포테인먼트 소프트웨어 등의 IT 기술 등을 보유하고 있다. 당사의 주력 제품은 IPTV 및 OTT 단말기로, 2014년 LG헬로비전의 동글형 OTT 단말기 공급을 필두로 오렌지 OTT TV 스틱, KT 무선 IPTV 셋톱박스 등을 공급하며 업계 내 강자로 자리매김 했다.

2019년에는 구글-넷플릭스 헤일스톰 하이브리드 프로그램의 국내 최초 ODM 파트너로 선정되었다. 당사는 해당 선정을 통하여 구글 및 넷플릭스의 인증 테스트를 간소화 할 수 있게 되었으며, 안드로이드TV 셋톱박스 개발기간 또한 단축할 수 있었다. 이노피아테크의 주요 제품 카테고리로는 'UHD Wi-Fi IPTV', 'Far-Field Voice IPTV STB', 'Android TV certified STB' 등이 있으며, 최근에는 국내 IPTV 시장을 넘어 해외 무선 IPTV 셋톱박스 시장으로의 수출 확대를 위하여 다방면으로 주력하고 있다."
